DISTRICT,YEAR,MONTH,SEASON,RAINFALL(in mm),TEMPERATURE(in Celsius),CROPS,SUCCESSFUL CROPS,MARKET RATE(per kg)(in Rupees)
Tiruvarur,2018,January,Rabi,31,24.3,Coconut ,Coconut,35
Tiruvarur,2018,February,Rabi,0,27.8,Paddy,Banana,55
Tiruvarur,2018,March,Rabi,7.6,27.1,Banana,Banana,60
Tiruvarur,2018,April,Kharif,13.3,24.3,Tapioca,Sugarcane,35
Tiruvarur,2018,May,Kharif,27.4,28.6,Greens,Sugarcane,35
Tiruvarur,2018,June,Kharif,29.8,29.3,Egg plant,Eggplant,45
Tiruvarur,2018,July,Kharif,54.6,28.6,Tomato,Groundnut,125
Tiruvarur,2018,August,Kharif,60.7,28.5,Green chilli,Groundnut,135
Tiruvarur,2018,September,Kharif,36.6,28.5,Sugarcane,Blackgram,85
Tiruvarur,2018,October,Kharif,193.3,27.6,Black gram,Coconut,35
Tiruvarur,2018,November,Rabi,476.3,26.9,Green gram,Paddy,75
Tiruvarur,2018,December,Rabi,41,25.4,Groundnut,Paddy,80
Tiruvarur,2019,January,Rabi,0,24.6,Coconut ,Banana,55
Tiruvarur,2019,February,Rabi,0.6,25.8,Paddy,Banana,60
Tiruvarur,2019,March,Rabi,0,27.5,Banana,Coconut,35
Tiruvarur,2019,April,Kharif,6.9,28.7,Tapioca,Sugarcane,35
Tiruvarur,2019,May,Kharif,0,29.5,Greens,Sugarcane,30
Tiruvarur,2019,June,Kharif,2.4,29.4,Egg plant,Coconut,35
Tiruvarur,2019,July,Kharif,58.9,29.6,Tomato,Green gram,85
Tiruvarur,2019,August,Kharif,151.4,28.7,Green chilli,Green gram,90
Tiruvarur,2019,September,Kharif,222.3,28.5,Sugarcane,Groundnut,130
Tiruvarur,2019,October,Kharif,232.6,27.9,Black gram,Groundnut,140
Tiruvarur,2019,November,Rabi,221.1,26.5,Green gram,Blackgram,90
Tiruvarur,2019,December,Rabi,232.4,25.6,Groundnut,Paddy,80
Tiruvarur,2020,January,Rabi,26.5,24.3,Coconut ,Paddy,85
Tiruvarur,2020,February,Rabi,0,25.7,Paddy,Banana,55
Tiruvarur,2020,March,Rabi,0,27.5,Banana,Banana,60
Tiruvarur,2020,April,Kharif,0,28.6,Tapioca,Sugarcane,35
Tiruvarur,2020,May,Kharif,41.7,29.6,Greens,Sugarcane,30
Tiruvarur,2020,June,Kharif,35.6,29.7,Egg plant,Coconut,35
Tiruvarur,2020,July,Kharif,187,28.5,Tomato,Coconut,40
Tiruvarur,2020,August,Kharif,52.2,29.7,Green chilli,Tomato,90
Tiruvarur,2020,September,Kharif,126.8,28.6,Sugarcane,Tomato,105
Tiruvarur,2020,October,Kharif,67.1,27.9,Black gram,Tomato,110
Tiruvarur,2020,November,Rabi,219.7,26.5,Green gram,Groundnut,120
Tiruvarur,2020,December,Rabi,547,25.3,Groundnut,Groundnut,130
Tiruvarur,2021,January,Rabi,376.5,27.8,Coconut ,Banana,60
Tiruvarur,2021,February,Rabi,0,26.5,Paddy,Coconut,35
Tiruvarur,2021,March,Rabi,0,28.7,Banana,Coconut,40
Tiruvarur,2021,April,Kharif,28.1,28.5,Tapioca,Sugarcane,35
Tiruvarur,2021,May,Kharif,42.8,28.6,Greens,Sugarcane,30
Tiruvarur,2021,June,Kharif,38.7,29.4,Egg plant,Blackgram,95
Tiruvarur,2021,July,Kharif,65.7,29.4,Tomato,Greens,65
Tiruvarur,2021,August,Kharif,68.8,28.4,Green chilli,Green gram,95
Tiruvarur,2021,September,Kharif,144.5,28.5,Sugarcane,Blackgram,100
Tiruvarur,2021,October,Kharif,314.8,29.4,Black gram,Paddy,80
Tiruvarur,2021,November,Rabi,682.2,26.5,Green gram,Paddy,85
Tiruvarur,2021,December,Rabi,33,25.4,Groundnut,Coconut,35
Tiruvarur,2022,January,Rabi,110.1,24.7,Coconut ,Coconut,35
Tiruvarur,2022,February,Rabi,58.4,25.9,Paddy,Banana,55
Tiruvarur,2022,March,Rabi,23.5,27.5,Banana,Banana,60
Tiruvarur,2022,April,Kharif,92.4,28.6,Tapioca,Sugarcane,35
Tiruvarur,2022,May,Kharif,29.4,29.8,Greens,Sugarcane,35
Tiruvarur,2022,June,Kharif,17.6,29.6,Egg plant,Tomato,100
Tiruvarur,2022,July,Kharif,151.8,29.4,Tomato,Tomato,120
Tiruvarur,2022,August,Kharif,214,29.4,Green chilli,Green chilli,75
Tiruvarur,2022,September,Kharif,141.9,28.4,Sugarcane,Blackgram,100
Tiruvarur,2022,October,Kharif,106.6,27.5,Black gram,Blackgram,95
Tiruvarur,2022,November,Rabi,201.1,26.5,Green gram,Green gram,100
Tiruvarur,2022,December,Rabi,179.8,27.8,Groundnut,Groundnut,115
Tiruvarur,2023,January,Rabi,2.3,24.3,Coconut ,Groundnut,120
Tiruvarur,2023,February,Rabi,0.34,25.8,Paddy,Banana,60
Tiruvarur,2023,March,Rabi,3.4,29.6,Banana,Banana,65
Tiruvarur,2023,April,Kharif,0.56,26.5,Tapioca,Sugarcane,35
Tiruvarur,2023,May,Kharif,0,29.7,Greens,Coconut,40
Tiruvarur,2023,June,Kharif,5.6,29.4,Egg plant,Tomato,100
Tiruvarur,2023,July,Kharif,4.5,28.6,Tomato,Tomato,110
Tiruvarur,2023,August,Kharif,6.7,31.9,Green chilli,Blackgram,85
Tiruvarur,2023,September,Kharif,5.43,28.4,Sugarcane,Paddy,75
Tiruvarur,2023,October,Kharif,6.5,27.4,Black gram,Paddy,80
Tiruvarur,2023,November,Rabi,19.5,28.7,Green gram,Green gram,90
Tiruvarur,2023,December,Rabi,25.4,25.4,Groundnut,Coconut,35
Vellore,2007,January,Rabi,2.1,30.1,Paddy,Paddy,70
Vellore,2007,February,Rabi,15.1,32.3,Tomato,Paddy,75
Vellore,2007,March,Rabi,5.6,36.1,Coconut ,Sugarcane,35
Vellore,2007,April,Kharif,6.7,39.2,Sugarcane,Sugarcane,40
Vellore,2007,May,Kharif,2.2,40.4,Mango,Sugarcane,40
Vellore,2007,June,Kharif,34.1,36.2,Coriander,Mango,100
Vellore,2007,July,Kharif,78.9,34.1,Turmeric,Coconut,40
Vellore,2007,August,Kharif,98.7,33.2,Tamarind,Coconut,40
Vellore,2007,September,Kharif,113.3,33.1,Banana,Coconut,40
Vellore,2007,October,Kharif,121.8,31.2,Ginger,Coconut,35
Vellore,2007,November,Rabi,134.5,29.8,Onion,Ginger,90
Vellore,2007,December,Rabi,87.9,28.8,Groundnut,Ginger,95
Vellore,2008,January,Rabi,3.4,30.9,Paddy,Paddy,70
Vellore,2008,February,Rabi,5.5,31.2,Tomato,Paddy,75
Vellore,2008,March,Rabi,4.5,34.3,Coconut ,Sugarcane,40
Vellore,2008,April,Kharif,0,35.4,Sugarcane,Sugarcane,40
Vellore,2008,May,Kharif,0,36.5,Mango,Mango,80
Vellore,2008,June,Kharif,54.7,30.3,Coriander,Groundnut,120
Vellore,2008,July,Kharif,89.9,30.1,Turmeric,Groundnut,125
Vellore,2008,August,Kharif,131.2,31.1,Tamarind,Groundnut,130
Vellore,2008,September,Kharif,123.9,32.2,Banana,Turmeric,120
Vellore,2008,October,Kharif,98.9,29.8,Ginger,Turmeric,150
Vellore,2008,November,Rabi,99,27.8,Onion,Tamarind,100
Vellore,2008,December,Rabi,101.8,28.1,Groundnut,Banana,65
Vellore,2009,January,Rabi,5.5,31.2,Paddy,Banana,60
Vellore,2009,February,Rabi,6.5,32.2,Tomato,Coconut,40
Vellore,2009,March,Rabi,7.8,34.4,Coconut ,Sugarcane,40
Vellore,2009,April,Kharif,9.9,36.5,Sugarcane,Sugarcane,40
Vellore,2009,May,Kharif,9.8,37.6,Mango,Mango,120
Vellore,2009,June,Kharif,77.7,31.1,Coriander,Coriander,100
Vellore,2009,July,Kharif,87,29.8,Turmeric,Onion,70
Vellore,2009,August,Kharif,87.7,29.9,Tamarind,Onion,75
Vellore,2009,September,Kharif,98.9,30.1,Banana,Paddy,70
Vellore,2009,October,Kharif,101.3,30.4,Ginger,Paddy,75
Vellore,2009,November,Rabi,143.1,31,Onion,Groundnut,100
Vellore,2009,December,Rabi,221.1,28.9,Groundnut,Groundnut,120
Vellore,2010,January,Rabi,5.6,32.2,Paddy,Groundnut,125
Vellore,2010,February,Rabi,3.3,32.5,Tomato,Coconut,40
Vellore,2010,March,Rabi,1.2,35.4,Coconut ,Coconut,40
Vellore,2010,April,Kharif,5.6,35.7,Sugarcane,Sugarcane,40
Vellore,2010,May,Kharif,0,39.8,Mango,Mango,120
Vellore,2010,June,Kharif,78.9,34.5,Coriander,Turmeric,120
Vellore,2010,July,Kharif,98.7,32.2,Turmeric,Turmeric,150
Vellore,2010,August,Kharif,77.7,31.1,Tamarind,Ginger,80
Vellore,2010,September,Kharif,102.5,30.2,Banana,Ginger,100
Vellore,2010,October,Kharif,115.5,29.9,Ginger,Banana,60
Vellore,2010,November,Rabi,211,29.8,Onion,Banana,65
Vellore,2010,December,Rabi,88.8,28.1,Groundnut,Tamarind,100
Vellore,2011,January,Rabi,9.8,30.9,Paddy,Paddy,75
Vellore,2011,February,Rabi,7,31.1,Tomato,Paddy,80
Vellore,2011,March,Rabi,8.8,32.2,Coconut ,Coconut,40
Vellore,2011,April,Kharif,2.3,34.5,Sugarcane,Coconut,40
Vellore,2011,May,Kharif,3,35.4,Mango,Mango,120
Vellore,2011,June,Kharif,45,30.9,Coriander,Banana,65
Vellore,2011,July,Kharif,56.7,31.1,Turmeric,Tomato,70
Vellore,2011,August,Kharif,88.7,30.8,Tamarind,Tomato,75
Vellore,2011,September,Kharif,76.9,29.8,Banana,Groundnut,120
Vellore,2011,October,Kharif,98.6,30.7,Ginger,Banana,60
Vellore,2011,November,Rabi,334.7,31.1,Onion,Turmeric,120
Vellore,2011,December,Rabi,231.1,29.3,Groundnut,Coriander,100
Vellore,2012,January,Rabi,12.1,31.1,Paddy,Banana,60
Vellore,2012,February,Rabi,5.4,32.1,Tomato,Banana,65
Vellore,2012,March,Rabi,3.5,34.5,Coconut ,Sugarcane,40
Vellore,2012,April,Kharif,14.5,35.5,Sugarcane,Mango,100
Vellore,2012,May,Kharif,4.5,36.6,Mango,Mango,120
Vellore,2012,June,Kharif,89.7,32.2,Coriander,Sugarcane,40
Vellore,2012,July,Kharif,134.6,31.1,Turmeric,Paddy,70
Vellore,2012,August,Kharif,167.4,30.8,Tamarind,Paddy,75
Vellore,2012,September,Kharif,201.1,31.1,Banana,Paddy,80
Vellore,2012,October,Kharif,210.9,29.8,Ginger,Ginger,100
Vellore,2012,November,Rabi,345.6,29.7,Onion,Ginger,120
Vellore,2012,December,Rabi,121.4,28.9,Groundnut,Turmeric,120
Vellore,2013,January,Rabi,51.1,31.8,Paddy,Turmeric,150
Vellore,2013,February,Rabi,3.4,31.7,Tomato,Coconut,35
Vellore,2013,March,Rabi,2.5,33,Coconut ,Coconut,40
Vellore,2013,April,Kharif,12.3,34.5,Sugarcane,Sugarcane,35
Vellore,2013,May,Kharif,2.3,35.4,Mango,Sugarcane,40
Vellore,2013,June,Kharif,98.7,31.2,Coriander,Tamarind,120
Vellore,2013,July,Kharif,125.5,32.1,Turmeric,Groundnut,120
Vellore,2013,August,Kharif,176.8,30.9,Tamarind,Groundnut,140
Vellore,2013,September,Kharif,191.8,31.1,Banana,Groundnut,150
Vellore,2013,October,Kharif,220.1,30.8,Ginger,Paddy,75
Vellore,2013,November,Rabi,383.8,28.7,Onion,Paddy,80
Vellore,2013,December,Rabi,222.6,29.8,Groundnut,Banana,60
Vellore,2014,January,Rabi,4.4,31.2,Paddy,Banana,65
Vellore,2014,February,Rabi,2.1,32.4,Tomato,Coconut,40
Vellore,2014,March,Rabi,1.9,33.5,Coconut ,Coconut,40
Vellore,2014,April,Kharif,2.1,35.4,Sugarcane,Sugarcane,40
Vellore,2014,May,Kharif,45.5,36.5,Mango,Mango,100
Vellore,2014,June,Kharif,66.6,32.2,Coriander,Onion,65
Vellore,2014,July,Kharif,121.1,32.1,Turmeric,Onion,70
Vellore,2014,August,Kharif,131,30.4,Tamarind,Onion,75
Vellore,2014,September,Kharif,145.6,30.6,Banana,Ginger,100
Vellore,2014,October,Kharif,121,31.2,Ginger,Turmeric,120
Vellore,2014,November,Rabi,35.5,30.5,Onion,Turmeric,150
Vellore,2014,December,Rabi,71.1,29.1,Groundnut,Tamarind,80
Vellore,2015,January,Rabi,3.5,32.5,Paddy,Paddy,75
Vellore,2015,February,Rabi,0.2,33.2,Tomato,Paddy,80
Vellore,2015,March,Rabi,1.8,34.3,Coconut ,Sugarcane,40
Vellore,2015,April,Kharif,2.7,35.3,Sugarcane,Mango,100
Vellore,2015,May,Kharif,33.3,36.5,Mango,Mango,120
Vellore,2015,June,Kharif,67.9,31.9,Coriander,Sugarcane,35
Vellore,2015,July,Kharif,126.7,32.8,Turmeric,Sugarcane,40
Vellore,2015,August,Kharif,167,32.1,Tamarind,Groundnut,120
Vellore,2015,September,Kharif,156.3,31.2,Banana,Groundnut,130
Vellore,2015,October,Kharif,130,32.6,Ginger,Ginger,100
Vellore,2015,November,Rabi,46.6,30.9,Onion,Turmeric,145
Vellore,2015,December,Rabi,61.1,29.8,Groundnut,Turmeric,155
Vellore,2016,January,Rabi,2.3,32.2,Paddy,Banana,65
Vellore,2016,February,Rabi,8.7,33.4,Tomato,Banana,60
Vellore,2016,March,Rabi,4.5,36.5,Coconut ,Sugarcane,40
Vellore,2016,April,Kharif,3.4,37.6,Sugarcane,Sugarcane,40
Vellore,2016,May,Kharif,35.5,38.7,Mango,Mango,120
Vellore,2016,June,Kharif,56.6,35.4,Coriander,Coconut,40
Vellore,2016,July,Kharif,78.9,33.4,Turmeric,Coconut,40
Vellore,2016,August,Kharif,56.6,32.2,Tamarind,Tomato,70
Vellore,2016,September,Kharif,120,31.1,Banana,Tomato,75
Vellore,2016,October,Kharif,78.9,30.6,Ginger,Paddy,80
Vellore,2016,November,Rabi,76.7,29.4,Onion,Paddy,85
Vellore,2016,December,Rabi,49.8,28.5,Groundnut,Banana,65
Vellore,2017,January,Rabi,2.1,31.1,Paddy,Coconut,40
Vellore,2017,February,Rabi,8.8,33.2,Tomato,Coconut,40
Vellore,2017,March,Rabi,3.4,34.4,Coconut ,Sugarcane,40
Vellore,2017,April,Kharif,2.2,35.6,Sugarcane,Mango,120
Vellore,2017,May,Kharif,45.5,37.6,Mango,Mango,150
Vellore,2017,June,Kharif,65.5,31.2,Coriander,Groundnut,120
Vellore,2017,July,Kharif,87.9,30.3,Turmeric,Groundnut,125
Vellore,2017,August,Kharif,50.1,31.7,Tamarind,Paddy,75
Vellore,2017,September,Kharif,121.4,31.7,Banana,Paddy,80
Vellore,2017,October,Kharif,88.4,29.8,Ginger,Turmeric,145
Vellore,2017,November,Rabi,67.9,29.6,Onion,Turmeric,165
Vellore,2017,December,Rabi,7.8,28.7,Groundnut,Ginger,120
Vellore,2018,January,Rabi,0.1,30,Paddy,Banana,65
Vellore,2018,February,Rabi,9.7,31.1,Tomato,Banana,65
Vellore,2018,March,Rabi,33.3,33.3,Coconut ,Sugarcane,40
Vellore,2018,April,Kharif,2.6,35.5,Sugarcane,Sugarcane,40
Vellore,2018,May,Kharif,55.8,37.8,Mango,Mango,150
Vellore,2018,June,Kharif,66.2,34.5,Coriander,Onion,80
Vellore,2018,July,Kharif,77.9,33.2,Turmeric,Onion,85
Vellore,2018,August,Kharif,49.9,32.1,Tamarind,Turmeric,145
Vellore,2018,September,Kharif,124.1,31.1,Banana,Turmeric,165
Vellore,2018,October,Kharif,84.8,30.2,Ginger,Turmeric,175
Vellore,2018,November,Rabi,88.5,30,Onion,Paddy,80
Vellore,2018,December,Rabi,8.2,29.6,Groundnut,Paddy,85
Vellore,2019,January,Rabi,2,30.8,Paddy,Coconut,35
Vellore,2019,February,Rabi,0.5,32.6,Tomato,Sugarcane,40
Vellore,2019,March,Rabi,1.7,36.7,Coconut ,Sugarcane,40
Vellore,2019,April,Kharif,1.6,39.8,Sugarcane,Mango,120
Vellore,2019,May,Kharif,32.4,40.1,Mango,Mango,150
Vellore,2019,June,Kharif,55.9,35.4,Coriander,Groundnut,120
Vellore,2019,July,Kharif,132.8,34.6,Turmeric,Groundnut,135
Vellore,2019,August,Kharif,181.9,33.6,Tamarind,Paddy,80
Vellore,2019,September,Kharif,153.1,31.6,Banana,Paddy,85
Vellore,2019,October,Kharif,144.4,31.7,Ginger,Ginger,120
Vellore,2019,November,Rabi,49.7,29.6,Onion,Groundnut,125
Vellore,2019,December,Rabi,71.2,28.1,Groundnut,Groundnut,145
Vellore,2020,January,Rabi,11.7,29.8,Paddy,Coconut,35
Vellore,2020,February,Rabi,0,31.1,Tomato,Coconut,35
Vellore,2020,March,Rabi,0.3,32.1,Coconut ,Mango,120
Vellore,2020,April,Kharif,47.5,33.4,Sugarcane,Mango,120
Vellore,2020,May,Kharif,16.4,35.4,Mango,Sugarcane,40
Vellore,2020,June,Kharif,87.9,30.2,Coriander,Tomato,95
Vellore,2020,July,Kharif,258.6,30.6,Turmeric,Tomato,100
Vellore,2020,August,Kharif,87.8,31,Tamarind,Tomato,115
Vellore,2020,September,Kharif,127.2,32.4,Banana,Paddy,80
Vellore,2020,October,Kharif,80,30.5,Ginger,Paddy,85
Vellore,2020,November,Rabi,232.8,30.1,Onion,Groundnut,135
Vellore,2020,December,Rabi,99.5,29.8,Groundnut,Groundnut,145
Vellore,2021,January,Rabi,46.6,31.2,Paddy,Paddy,80
Vellore,2021,February,Rabi,3.2,32.3,Tomato,Coconut,40
Vellore,2021,March,Rabi,0,34.5,Coconut ,Sugarcane,40
Vellore,2021,April,Kharif,29.7,35.4,Sugarcane,Mango,135
Vellore,2021,May,Kharif,98.4,38.7,Mango,Mango,145
Vellore,2021,June,Kharif,74.9,34.5,Coriander,Turmeric,155
Vellore,2021,July,Kharif,205,32.2,Turmeric,Turmeric,60
Vellore,2021,August,Kharif,162.6,31.2,Tamarind,Banana,65
Vellore,2021,September,Kharif,187.1,30.2,Banana,Banana,70
Vellore,2021,October,Kharif,208.2,29.9,Ginger,Ginger,110
Vellore,2021,November,Rabi,383.8,28.9,Onion,Tamarind,115
Vellore,2021,December,Rabi,40.2,27,Groundnut,Paddy,75
Vellore,2022,January,Rabi,45.4,31.1,Paddy,Paddy,80
Vellore,2022,February,Rabi,0,33.4,Tomato,Sugarcane,40
Vellore,2022,March,Rabi,6.8,35.4,Coconut ,Sugarcane,40
Vellore,2022,April,Kharif,11.4,38.7,Sugarcane,Mango,120
Vellore,2022,May,Kharif,124.9,39.8,Mango,Mango,140
Vellore,2022,June,Kharif,119.1,32.2,Coriander,Tomato,100
Vellore,2022,July,Kharif,63.3,31.1,Turmeric,Tomato,110
Vellore,2022,August,Kharif,186.1,30.1,Tamarind,Tomato,120
Vellore,2022,September,Kharif,86.5,29.8,Banana,Ginger,120
Vellore,2022,October,Kharif,119.4,29.1,Ginger,Groundnut,130
Vellore,2022,November,Rabi,96.9,28.2,Onion,Groundnut,150
Vellore,2022,December,Rabi,116.1,27.6,Groundnut,Turmeric,150
Vellore,2023,January,Rabi,9.1,31.1,Paddy,Turmeric,200
Vellore,2023,February,Rabi,1.3,32.5,Tomato,Coconut,40
Vellore,2023,March,Rabi,3.2,34.5,Coconut ,Sugarcane,40
Vellore,2023,April,Kharif,0,37.6,Sugarcane,Mango,130
Vellore,2023,May,Kharif,0,38.7,Mango,Mango,150
Vellore,2023,June,Kharif,5.6,34.3,Coriander,Tomato,95
Vellore,2023,July,Kharif,6.5,32.2,Turmeric,Tomato,115
Vellore,2023,August,Kharif,7.8,31.1,Tamarind,Banana,60
Vellore,2023,September,Kharif,6.8,30.4,Banana,Paddy,75
Vellore,2023,October,Kharif,4.5,29.1,Ginger,Paddy,80
Vellore,2023,November,Rabi,12.7,29.9,Onion,Tamarind,120
Vellore,2023,December,Rabi,14.6,28.8,Groundnut,Ginger,100
Viluppuram,2007,January,Rabi,15.1,24,Paddy,Paddy,70
Viluppuram,2007,February,Rabi,6.7,25.2,Black gram,Maize,25
Viluppuram,2007,March,Rabi,7.9,27.6,Groundnut,Cotton,50
Viluppuram,2007,April,Kharif,2.9,30,Cumbu,Maize,30
Viluppuram,2007,May,Kharif,2,31.9,Gingelly,Watermelon,200
Viluppuram,2007,June,Kharif,45.6,31.1,Sesame,Ragi,65
Viluppuram,2007,July,Kharif,67.8,30.5,Watermelon,Ragi,70
Viluppuram,2007,August,Kharif,231.1,29.7,Maize,Green gram,90
Viluppuram,2007,September,Kharif,98,29.2,Cotton,Green gram,95
Viluppuram,2007,October,Kharif,67.8,27.3,Ragi,Black gram ,85
Viluppuram,2007,November,Rabi,98.6,25.4,Cumbu,Groundnut,120
Viluppuram,2007,December,Rabi,57.1,24.3,Green gram,Groundnut,130
Viluppuram,2008,January,Rabi,12.3,24.5,Paddy,Cumbu,45
Viluppuram,2008,February,Rabi,3.5,25.7,Black gram,Cotton,50
Viluppuram,2008,March,Rabi,5.1,26.7,Groundnut,Cotton,45
Viluppuram,2008,April,Kharif,0.25,29.6,Cumbu,Maize,30
Viluppuram,2008,May,Kharif,0,30.8,Gingelly,Watermelon,200
Viluppuram,2008,June,Kharif,54,32.3,Sesame,Ragi,60
Viluppuram,2008,July,Kharif,54.8,31.1,Watermelon,Cumbu,40
Viluppuram,2008,August,Kharif,78.6,28.6,Maize,Paddy,60
Viluppuram,2008,September,Kharif,121.6,27.7,Cotton,Paddy,70
Viluppuram,2008,October,Kharif,256.8,28.7,Ragi,Green gram,90
Viluppuram,2008,November,Rabi,34,26.5,Cumbu,Groundnut,110
Viluppuram,2008,December,Rabi,56.7,26.6,Green gram,Groundnut,130
Viluppuram,2009,January,Rabi,22,23.6,Paddy,Groundnut,150
Viluppuram,2009,February,Rabi,2.2,26.6,Black gram,Maize,20
Viluppuram,2009,March,Rabi,2.8,27.7,Groundnut,Cotton,50
Viluppuram,2009,April,Kharif,3.6,31.5,Cumbu,Watermelon,200
Viluppuram,2009,May,Kharif,1.2,32.7,Gingelly,Watermelon,180
Viluppuram,2009,June,Kharif,56.7,33.7,Sesame,Gingelly,130
Viluppuram,2009,July,Kharif,76.5,31.8,Watermelon,Maize,30
Viluppuram,2009,August,Kharif,222.1,29.7,Maize,Green gram,95
Viluppuram,2009,September,Kharif,123.6,28.7,Cotton,Cumbu,45
Viluppuram,2009,October,Kharif,164,26.8,Ragi,Ragi,55
Viluppuram,2009,November,Rabi,65.9,26.5,Cumbu,Black gram ,85
Viluppuram,2009,December,Rabi,98.6,25.7,Green gram,Maize,25
Viluppuram,2010,January,Rabi,17,25,Paddy,Paddy,75
Viluppuram,2010,February,Rabi,6.7,26.5,Black gram,Paddy,80
Viluppuram,2010,March,Rabi,8.8,28.7,Groundnut,Ragi,60
Viluppuram,2010,April,Kharif,3,31.8,Cumbu,Maize,25
Viluppuram,2010,May,Kharif,2.5,33.2,Gingelly,Watermelon,200
Viluppuram,2010,June,Kharif,76,32.6,Sesame,Sesame,140
Viluppuram,2010,July,Kharif,57.8,31.9,Watermelon,Maize,20
Viluppuram,2010,August,Kharif,67.8,30.7,Maize,Groundnut,140
Viluppuram,2010,September,Kharif,245,29.7,Cotton,Groundnut,140
Viluppuram,2010,October,Kharif,328,28.7,Ragi,Black gram ,95
Viluppuram,2010,November,Rabi,114.9,26.7,Cumbu,Cumbu,50
Viluppuram,2010,December,Rabi,65.8,25.4,Green gram,Cumbu,50
Viluppuram,2011,January,Rabi,7.8,24.7,Paddy,Maize,30
Viluppuram,2011,February,Rabi,4.5,25.8,Black gram,Black gram ,80
Viluppuram,2011,March,Rabi,6.8,28.1,Groundnut,Cotton,50
Viluppuram,2011,April,Kharif,0,31.9,Cumbu,Maize,30
Viluppuram,2011,May,Kharif,0,32.6,Gingelly,Watermelon,190
Viluppuram,2011,June,Kharif,87.3,30.2,Sesame,Green gram,80
Viluppuram,2011,July,Kharif,99.9,28.7,Watermelon,Green gram,85
Viluppuram,2011,August,Kharif,100.5,30.7,Maize,Ragi,55
Viluppuram,2011,September,Kharif,213.3,28.7,Cotton,Maize,25
Viluppuram,2011,October,Kharif,67.6,28,Ragi,Paddy,75
Viluppuram,2011,November,Rabi,54.8,26.5,Cumbu,Paddy,80
Viluppuram,2011,December,Rabi,88.9,25.7,Green gram,Cumbu,45
Viluppuram,2012,January,Rabi,4.6,25.6,Paddy,Gingelly,120
Viluppuram,2012,February,Rabi,7.8,24.9,Black gram,Cotton,60
Viluppuram,2012,March,Rabi,9.9,26.8,Groundnut,Cotton,60
Viluppuram,2012,April,Kharif,0,30.7,Cumbu,Maize,30
Viluppuram,2012,May,Kharif,0,32.7,Gingelly,Watermelon,160
Viluppuram,2012,June,Kharif,78.5,30.6,Sesame,Groundnut,100
Viluppuram,2012,July,Kharif,98.7,30.7,Watermelon,Groundnut,120
Viluppuram,2012,August,Kharif,78.3,28.9,Maize,Sesame,130
Viluppuram,2012,September,Kharif,121.9,27.8,Cotton,Sesame,140
Viluppuram,2012,October,Kharif,221.5,26.8,Ragi,Black gram ,85
Viluppuram,2012,November,Rabi,76,26.7,Cumbu,Black gram ,90
Viluppuram,2012,December,Rabi,56.9,25.7,Green gram,Green gram,90
Viluppuram,2013,January,Rabi,7.1,27.8,Paddy,Green gram,90
Viluppuram,2013,February,Rabi,6.3,26.9,Black gram,Cumbu,45
Viluppuram,2013,March,Rabi,2.3,28.4,Groundnut,Watermelon,180
Viluppuram,2013,April,Kharif,4.5,31.5,Cumbu,Watermelon,200
Viluppuram,2013,May,Kharif,4.3,32.8,Gingelly,Ragi,60
Viluppuram,2013,June,Kharif,67.5,30.7,Sesame,Ragi,60
Viluppuram,2013,July,Kharif,68.9,29.6,Watermelon,Paddy,70
Viluppuram,2013,August,Kharif,121.8,27.8,Maize,Paddy,75
Viluppuram,2013,September,Kharif,98.2,28.7,Cotton,Gingelly,130
Viluppuram,2013,October,Kharif,23.4,26.9,Ragi,Sesame,150
Viluppuram,2013,November,Rabi,45.6,26.5,Cumbu,Green gram,80
Viluppuram,2013,December,Rabi,34.8,24.8,Green gram,Green gram,85
Viluppuram,2014,January,Rabi,9.16,25.6,Paddy,Black gram ,90
Viluppuram,2014,February,Rabi,5.7,25.1,Black gram,Maize,25
Viluppuram,2014,March,Rabi,7.1,28.7,Groundnut,Maize,25
Viluppuram,2014,April,Kharif,4.3,31.9,Cumbu,Watermelon,180
Viluppuram,2014,May,Kharif,3,32.6,Gingelly,Watermelon,190
Viluppuram,2014,June,Kharif,56.1,30.6,Sesame,Cumbu,35
Viluppuram,2014,July,Kharif,78.2,29.6,Watermelon,Maize,30
Viluppuram,2014,August,Kharif,90.7,27.6,Maize,Maize,30
Viluppuram,2014,September,Kharif,78.9,28.4,Cotton,Ragi,70
Viluppuram,2014,October,Kharif,34.5,26.7,Ragi,Groundnut,150
Viluppuram,2014,November,Rabi,321.1,26.8,Cumbu,Groundnut,150
Viluppuram,2014,December,Rabi,120,25.4,Green gram,Paddy,80
Viluppuram,2015,January,Rabi,12.3,25.4,Paddy,Maize,25
Viluppuram,2015,February,Rabi,7.1,24.1,Black gram,Cotton,55
Viluppuram,2015,March,Rabi,7.7,28.5,Groundnut,Maize,25
Viluppuram,2015,April,Kharif,5.5,31.6,Cumbu,Watermelon,200
Viluppuram,2015,May,Kharif,2.1,33.5,Gingelly,Gingelly,120
Viluppuram,2015,June,Kharif,56.5,32.5,Sesame,Sesame,130
Viluppuram,2015,July,Kharif,89.9,30.7,Watermelon,Cotton,55
Viluppuram,2015,August,Kharif,78.5,30.1,Maize,Cotton,50
Viluppuram,2015,September,Kharif,98.2,29.6,Cotton,Ragi,50
Viluppuram,2015,October,Kharif,45.6,28.7,Ragi,Groundnut,130
